656917.889087061,656933.569167061,656949.249247062,656964.929327062,656980.609407062,656996.289487062,657011.969567063,657027.649647063,657043.329727063,657059.009807063,
657074.689887064,657090.369967064,657106.050047064,657121.730127064,657137.410207065,657153.090287065,657168.770367065,657184.450447065,657200.130527065,657215.810607066,
657231.490687066,657247.170767066,657262.850847067,657278.530927067,657294.211007067,657309.891087067,657325.571167067,657341.251247068,657356.931327068,657372.611407068,
657388.291487068,657403.971567069,657419.651647069,657435.331727069,657451.011807069,657466.69188707,657482.37196707,657498.05204707,657513.73212707,657529.412207071,
657545.092287071,657560.772367071,657576.452447071,657592.132527072,657607.812607072,657623.492687072,657639.172767072,657654.852847072,657670.532927073,657686.213007073,
657701.893087073,657717.573167073,657733.253247074,657748.933327074,657764.613407074,657780.293487074,657795.973567075,657811.653647075,657827.333727075,657843.013807075,
657858.693887076,657874.373967076,657890.054047076,657905.734127076,657921.414207076,657937.094287077,657952.774367077,657968.454447077,657984.134527077,657999.814607078,
658015.494687078,658031.174767078,658046.854847078,658062.534927079,658078.215007079,658093.895087079,658109.575167079,658125.25524708,658140.93532708,658156.61540708,
658172.29548708,658187.975567081,658203.655647081,658219.335727081,658235.015807081,658250.695887082,658266.375967082,658282.056047082,658297.736127082,658313.416207082,
658329.096287083,658344.776367083,658360.456447083,658376.136527083,658391.816607084,658407.496687084,658423.176767084,658438.856847084,658454.536927085,658470.217007085,
658485.897087085,658501.577167085,658517.257247086,658532.937327086,658548.617407086,658564.297487086,658579.977567086,658595.657647087,658611.337727087,658627.017807087,
658642.697887087,658658.377967088,658674.058047088,658689.738127088,658705.418207088,658721.098287089,658736.778367089,658752.458447089,658768.138527089,658783.81860709,
658799.49868709,658815.17876709,658830.85884709,658846.538927091,658862.219007091,658877.899087091,658893.579167091,658909.259247091,658924.939327092,658940.619407092,
658956.299487092,658971.979567092,658987.659647093,659003.339727093,659019.019807093,659034.699887093,659050.379967094,659066.060047094,659081.740127094,659097.420207094,
659113.100287095,659128.780367095,659144.460447095,659160.140527095,659175.820607095,659191.500687096,659207.180767096,659222.860847096,659238.540927097,659254.221007097,
659269.901087097,659285.581167097,659301.261247098,659316.941327098,659332.621407098,659348.301487098,659363.981567098,659379.661647099,659395.341727099,659411.021807099,
