2230569.47311418,2230599.55319419,2230629.63327419,2230659.71335419,2230689.79343419,2230719.87351419,2230749.95359419,2230780.03367419,2230810.11375419,2230840.19383419,
2230870.27391419,2230900.35399419,2230930.43407419,2230960.51415419,2230990.59423419,2231020.67431419,2231050.75439419,2231080.83447419,2231110.91455419,2231140.99463419,
2231171.0747142,2231201.1547942,2231231.2348742,2231261.3149542,2231291.3950342,2231321.4751142,2231351.5551942,2231381.6352742,2231411.7153542,2231441.7954342,
2231471.8755142,2231501.9555942,2231532.0356742,2231562.1157542,2231592.1958342,2231622.2759142,2231652.3559942,2231682.43607421,2231712.51615421,2231742.59623421,
2231772.67631421,2231802.75639421,2231832.83647421,2231862.91655421,2231892.99663421,2231923.07671421,2231953.15679421,2231983.23687421,2232013.31695421,2232043.39703421,
2232073.47711421,2232103.55719421,2232133.63727421,2232163.71735421,2232193.79743421,2232223.87751421,2232253.95759422,2232284.03767422,2232314.11775422,2232344.19783422,
2232374.27791422,2232404.35799422,2232434.43807422,2232464.51815422,2232494.59823422,2232524.67831422,2232554.75839422,2232584.83847422,2232614.91855422,2232644.99863422,
2232675.07871422,2232705.15879422,2232735.23887422,2232765.31895422,2232795.39903423,2232825.47911423,2232855.55919423,2232885.63927423,2232915.71935423,2232945.79943423,
2232975.87951423,2233005.95959423,2233036.03967423,2233066.11975423,2233096.19983423,2233126.27991423,2233156.35999423,2233186.44007423,2233216.52015423,2233246.60023423,
2233276.68031423,2233306.76039423,2233336.84047423,2233366.92055424,2233397.00063424,2233427.08071424,2233457.16079424,2233487.24087424,2233517.32095424,2233547.40103424,
2233577.48111424,2233607.56119424,2233637.64127424,2233667.72135424,2233697.80143424,2233727.88151424,2233757.96159424,2233788.04167424,2233818.12175424,2233848.20183424,
2233878.28191424,2233908.36199425,2233938.44207425,2233968.52215425,2233998.60223425,2234028.68231425,2234058.76239425,2234088.84247425,2234118.92255425,2234149.00263425,
2234179.08271425,2234209.16279425,2234239.24287425,2234269.32295425,2234299.40303425,2234329.48311425,2234359.56319425,2234389.64327425,2234419.72335425,2234449.80343426,
2234479.88351426,2234509.96359426,2234540.04367426,2234570.12375426,2234600.20383426,2234630.28391426,2234660.36399426,2234690.44407426,2234720.52415426,2234750.60423426,
2234780.68431426,2234810.76439426,2234840.84447426,2234870.92455426,2234901.00463426,2234931.08471426,2234961.16479427,2234991.24487427,2235021.32495427,2235051.40503427,
2235081.48511427,2235111.56519427,2235141.64527427,2235171.72535427,2235201.80543427,2235231.88551427,2235261.96559427,2235292.04567427,2235322.12575427,2235352.20583427,
