896998.605890856,897017.165970857,897035.726050857,897054.286130857,897072.846210858,897091.406290858,897109.966370858,897128.526450858,897147.086530859,897165.646610859,
897184.206690859,897202.76677086,897221.32685086,897239.88693086,897258.447010861,897277.007090861,897295.567170861,897314.127250862,897332.687330862,897351.247410862,
897369.807490862,897388.367570863,897406.927650863,897425.487730863,897444.047810864,897462.607890864,897481.167970864,897499.728050865,897518.288130865,897536.848210865,
897555.408290865,897573.968370866,897592.528450866,897611.088530866,897629.648610867,897648.208690867,897666.768770867,897685.328850868,897703.888930868,897722.449010868,
897741.009090869,897759.569170869,897778.129250869,897796.689330869,897815.24941087,897833.80949087,897852.36957087,897870.929650871,897889.489730871,897908.049810871,
897926.609890871,897945.169970872,897963.730050872,897982.290130873,898000.850210873,898019.410290873,898037.970370873,898056.530450874,898075.090530874,898093.650610874,
898112.210690874,898130.770770875,898149.330850875,898167.890930875,898186.451010876,898205.011090876,898223.571170876,898242.131250877,898260.691330877,898279.251410877,
898297.811490878,898316.371570878,898334.931650878,898353.491730878,898372.051810879,898390.611890879,898409.171970879,898427.73205088,898446.29213088,898464.85221088,
898483.41229088,898501.972370881,898520.532450881,898539.092530882,898557.652610882,898576.212690882,898594.772770882,898613.332850883,898631.892930883,898650.453010883,
898669.013090884,898687.573170884,898706.133250884,898724.693330884,898743.253410885,898761.813490885,898780.373570885,898798.933650886,898817.493730886,898836.053810886,
898854.613890887,898873.173970887,898891.734050887,898910.294130887,898928.854210888,898947.414290888,898965.974370888,898984.534450889,899003.094530889,899021.654610889,
899040.21469089,899058.77477089,899077.33485089,899095.894930891,899114.455010891,899133.015090891,899151.575170891,899170.135250892,899188.695330892,899207.255410892,
899225.815490893,899244.375570893,899262.935650893,899281.495730893,899300.055810894,899318.615890894,899337.175970894,899355.736050895,899374.296130895,899392.856210895,
899411.416290896,899429.976370896,899448.536450896,899467.096530897,899485.656610897,899504.216690897,899522.776770897,899541.336850898,899559.896930898,899578.457010898,
899597.017090899,899615.577170899,899634.137250899,899652.6973309,899671.2574109,899689.8174909,899708.3775709,899726.937650901,899745.497730901,899764.057810901,
899782.617890902,899801.177970902,899819.738050902,899838.298130902,899856.858210903,899875.418290903,899893.978370903,899912.538450904,899931.098530904,899949.658610904,
