16386.3050800314,16387.5851600314,16388.8652400314,16390.1453200314,16391.4254000314,16392.7054800314,16393.9855600314,16395.2656400314,16396.5457200313,16397.8258000313,
16399.1058800313,16400.3859600313,16401.6660400313,16402.9461200313,16404.2262000313,16405.5062800313,16406.7863600313,16408.0664400313,16409.3465200312,16410.6266000312,
16411.9066800312,16413.1867600312,16414.4668400312,16415.7469200312,16417.0270000312,16418.3070800312,16419.5871600312,16420.8672400311,16422.1473200311,16423.4274000311,
16424.7074800311,16425.9875600311,16427.2676400311,16428.5477200311,16429.8278000311,16431.1078800311,16432.3879600311,16433.668040031,16434.948120031,16436.228200031,
16437.508280031,16438.788360031,16440.068440031,16441.348520031,16442.628600031,16443.908680031,16445.1887600309,16446.4688400309,16447.7489200309,16449.0290000309,
16450.3090800309,16451.5891600309,16452.8692400309,16454.1493200309,16455.4294000309,16456.7094800309,16457.9895600308,16459.2696400308,16460.5497200308,16461.8298000308,
16463.1098800308,16464.3899600308,16465.6700400308,16466.9501200308,16468.2302000308,16469.5102800308,16470.7903600307,16472.0704400307,16473.3505200307,16474.6306000307,
16475.9106800307,16477.1907600307,16478.4708400307,16479.7509200307,16481.0310000307,16482.3110800306,16483.5911600306,16484.8712400306,16486.1513200306,16487.4314000306,
16488.7114800306,16489.9915600306,16491.2716400306,16492.5517200306,16493.8318000306,16495.1118800305,16496.3919600305,16497.6720400305,16498.9521200305,16500.2322000305,
16501.5122800305,16502.7923600305,16504.0724400305,16505.3525200305,16506.6326000304,16507.9126800304,16509.1927600304,16510.4728400304,16511.7529200304,16513.0330000304,
16514.3130800304,16515.5931600304,16516.8732400304,16518.1533200304,16519.4334000303,16520.7134800303,16521.9935600303,16523.2736400303,16524.5537200303,16525.8338000303,
16527.1138800303,16528.3939600303,16529.6740400303,16530.9541200302,16532.2342000302,16533.5142800302,16534.7943600302,16536.0744400302,16537.3545200302,16538.6346000302,
16539.9146800302,16541.1947600302,16542.4748400302,16543.7549200301,16545.0350000301,16546.3150800301,16547.5951600301,16548.8752400301,16550.1553200301,16551.4354000301,
16552.7154800301,16553.9955600301,16555.2756400301,16556.55572003,16557.83580003,16559.11588003,16560.39596003,16561.67604003,16562.95612003,16564.23620003,
16565.51628003,16566.79636003,16568.0764400299,16569.3565200299,16570.6366000299,16571.9166800299,16573.1967600299,16574.4768400299,16575.7569200299,16577.0370000299,
16578.3170800299,16579.5971600299,16580.8772400298,16582.1573200298,16583.4374000298,16584.7174800298,16585.9975600298,16587.2776400298,16588.5577200298,16589.8378000298,
