892247.225410775,892265.785490775,892284.345570776,892302.905650776,892321.465730776,892340.025810777,892358.585890777,892377.145970777,892395.706050778,892414.266130778,892432.826210778,892451.386290779,892469.946370779,892488.506450779,892507.06653078,892525.62661078,
892544.18669078,892562.746770781,892581.306850781,892599.866930781,892618.427010781,892636.987090782,892655.547170782,892674.107250782,892692.667330783,892711.227410783,892729.787490783,892748.347570784,892766.907650784,892785.467730784,892804.027810785,892822.587890785,
892841.147970785,892859.708050786,892878.268130786,892896.828210786,892915.388290787,892933.948370787,892952.508450787,892971.068530787,892989.628610788,893008.188690788,893026.748770788,893045.308850789,893063.868930789,893082.429010789,893100.98909079,893119.54917079,
893138.10925079,893156.669330791,893175.229410791,893193.789490791,893212.349570792,893230.909650792,893249.469730792,893268.029810793,893286.589890793,893305.149970793,893323.710050794,893342.270130794,893360.830210794,893379.390290794,893397.950370795,893416.510450795,
893435.070530795,893453.630610796,893472.190690796,893490.750770796,893509.310850797,893527.870930797,893546.431010797,893564.991090798,893583.551170798,893602.111250798,893620.671330799,893639.231410799,893657.791490799,893676.3515708,893694.9116508,893713.4717308,
893732.031810801,893750.591890801,893769.151970801,893787.712050801,893806.272130802,893824.832210802,893843.392290802,893861.952370803,893880.512450803,893899.072530804,893917.632610804,893936.192690804,893954.752770804,893973.312850805,893991.872930805,894010.433010805,
894028.993090806,894047.553170806,894066.113250806,894084.673330807,894103.233410807,894121.793490807,894140.353570808,894158.913650808,894177.473730808,894196.033810809,894214.593890809,894233.153970809,894251.714050809,894270.27413081,894288.83421081,894307.39429081,
894325.954370811,894344.514450811,894363.074530811,894381.634610812,894400.194690812,894418.754770812,894437.314850813,894455.874930813,894474.435010813,894492.995090814,894511.555170814,894530.115250814,894548.675330815,894567.235410815,894585.795490815,894604.355570816,
894622.915650816,894641.475730816,894660.035810816,894678.595890817,894697.155970817,894715.716050817,894734.276130818,894752.836210818,894771.396290818,894789.956370819,894808.516450819,894827.076530819,894845.63661082,894864.19669082,894882.75677082,894901.316850821,
894919.876930821,894938.437010821,894956.997090822,894975.557170822,894994.117250822,895012.677330822,895031.237410823,895049.797490823,895068.357570823,895086.917650824,895105.477730824,895124.037810824,895142.597890825,895161.157970825,895179.718050825,895198.278130826,
895216.838210826,895235.398290826,895253.958370827,895272.518450827,895291.078530827,895309.638610828,895328.198690828,895346.758770828,895365.318850829,895383.878930829,895402.439010829,895420.999090829,895439.55917083,895458.11925083,895476.67933083,895495.239410831,
895513.799490831,895532.359570831,895550.919650832,895569.479730832,895588.039810832,895606.599890833,895625.159970833,895643.720050833,895662.280130834,895680.840210834,895699.400290834,895717.960370834,895736.520450835,895755.080530835,895773.640610836,895792.200690836,
895810.760770836,895829.320850837,895847.880930837,895866.441010837,895885.001090837,895903.561170838,895922.121250838,895940.681330838,895959.241410839,895977.801490839,895996.361570839,896014.92165084,896033.48173084,896052.04181084,896070.601890841,896089.161970841,
896107.722050841,896126.282130842,896144.842210842,896163.402290842,896181.962370842,896200.522450843,896219.082530843,896237.642610843,896256.202690844,896274.762770844,896293.322850844,896311.882930845,896330.443010845,896349.003090845,896367.563170846,896386.123250846,
896404.683330846,896423.243410847,896441.803490847,896460.363570847,896478.923650848,896497.483730848,896516.043810848,896534.603890849,896553.163970849,896571.724050849,896590.28413085,896608.84421085,896627.40429085,896645.96437085,896664.524450851,896683.084530851,
896701.644610851,896720.204690852,896738.764770852,896757.324850852,896775.884930853,896794.445010853,896813.005090853,896831.565170854,896850.125250854,896868.685330854,896887.245410855,896905.805490855,896924.365570855,896942.925650856,896961.485730856,896980.045810856,
